asset_age_years,past_failures,current_condition_score,last_maintained_days_ago,traffic_load_trains_per_day,asset_type,observed_urgency_score
1.4,2,30.7,398,134,Track (Rail/Ballast),38.8
33.9,0,90.5,508,25,Track (Rail/Ballast),26.87
8.2,3,23.0,635,174,Signal,68.12
33.9,5,55.2,558,89,OHE (Overhead Equipment),53.62
10.6,3,99.9,666,100,OHE (Overhead Equipment),36.73
30.5,1,43.5,497,207,S&T (Points/Crossing),51.39
33.6,1,26.1,613,151,S&T (Points/Crossing),64.02
5.1,0,87.5,704,66,Signal,23.57
23.9,8,87.6,331,119,OHE (Overhead Equipment),34.49
35.1,2,38.5,304,202,Signal,59.25
1.9,1,20.5,468,103,Signal,44.12
37.5,1,56.0,33,114,S&T (Points/Crossing),52.08
15.9,5,36.2,172,74,OHE (Overhead Equipment),45.89
27.4,2,63.7,343,121,OHE (Overhead Equipment),35.99
33.9,2,48.8,553,39,Track (Rail/Ballast),46.29
9.0,2,16.1,53,81,Track (Rail/Ballast),55.33
14.4,1,68.3,361,23,Signal,23.06
36.4,1,78.7,716,148,Signal,52.81
34.3,1,57.1,421,70,OHE (Overhead Equipment),32.29
18.1,0,69.0,660,173,OHE (Overhead Equipment),55.02
23.5,3,66.4,36,61,S&T (Points/Crossing),25.34
37.2,0,12.7,450,69,S&T (Points/Crossing),61.97
13.1,5,81.6,394,196,Signal,41.46
10.8,0,75.2,642,191,S&T (Points/Crossing),41.09
34.9,1,38.0,462,19,S&T (Points/Crossing),43.61
1.7,2,97.7,40,134,S&T (Points/Crossing),12.73
28.2,4,97.1,321,29,Signal,26.72
19.9,0,17.4,629,41,OHE (Overhead Equipment),58.42
24.7,4,42.2,495,133,Track (Rail/Ballast),49.2
11.0,3,59.4,175,78,Track (Rail/Ballast),33.37
15.0,2,64.6,250,97,OHE (Overhead Equipment),27.59
27.6,0,98.5,574,140,Track (Rail/Ballast),24.86
2.7,1,91.3,270,72,OHE (Overhead Equipment),15.28
28.4,4,96.9,635,98,S&T (Points/Crossing),44.87
24.8,3,88.0,266,132,OHE (Overhead Equipment),40.04
12.5,3,27.3,606,168,OHE (Overhead Equipment),67.55
1.6,3,31.8,538,64,Signal,38.07
25.5,3,96.6,474,203,Signal,31.49
31.8,0,85.1,37,148,OHE (Overhead Equipment),26.06
35.3,0,11.8,655,90,Track (Rail/Ballast),70.07
20.8,3,67.8,92,133,OHE (Overhead Equipment),39.66
2.4,3,67.8,624,83,Track (Rail/Ballast),35.26
31.7,2,92.8,186,200,Signal,25.22
23.9,4,87.1,294,213,Track (Rail/Ballast),43.85
6.0,4,19.5,593,81,OHE (Overhead Equipment),58.65
29.2,2,59.6,536,44,Track (Rail/Ballast),46.71
15.1,5,82.5,69,60,S&T (Points/Crossing),22.82
16.8,2,71.8,677,146,Signal,43.57
37.6,2,69.4,43,176,Signal,44.94
2.3,1,74.1,161,28,Track (Rail/Ballast),13.47
38.2,0,42.4,593,21,S&T (Points/Crossing),52.27
1.2,1,66.4,479,142,Signal,33.41
15.3,4,34.5,302,152,S&T (Points/Crossing),41.73
28.4,4,92.2,572,179,Signal,54.48
18.9,2,49.1,348,43,Track (Rail/Ballast),47.49
38.2,3,36.2,569,185,Track (Rail/Ballast),70.01
4.6,3,69.9,290,191,Signal,26.0
37.6,2,18.3,486,158,Track (Rail/Ballast),54.57
6.5,0,14.3,277,75,S&T (Points/Crossing),30.89
16.2,3,63.0,14,89,S&T (Points/Crossing),15.91
8.7,2,98.8,10,36,Track (Rail/Ballast),10.83
6.8,1,51.7,703,72,S&T (Points/Crossing),39.44
26.1,3,27.2,553,88,Track (Rail/Ballast),63.13
27.6,1,75.5,500,51,OHE (Overhead Equipment),36.61
20.6,3,34.9,192,184,OHE (Overhead Equipment),48.77
21.2,4,14.5,701,135,OHE (Overhead Equipment),75.87
17.0,1,21.4,27,191,Signal,38.27
35.9,1,52.6,258,92,Track (Rail/Ballast),42.16
1.7,3,69.1,46,59,S&T (Points/Crossing),24.09
11.2,3,31.3,432,131,S&T (Points/Crossing),36.3
25.4,3,68.7,295,130,S&T (Points/Crossing),33.19
33.0,3,63.6,163,119,OHE (Overhead Equipment),32.26
35.0,1,55.3,620,164,Track (Rail/Ballast),52.93
18.1,3,15.9,661,88,S&T (Points/Crossing),61.57
1.2,2,63.2,369,146,OHE (Overhead Equipment),28.14
16.6,1,66.1,550,43,Track (Rail/Ballast),32.47
27.4,3,93.0,187,132,OHE (Overhead Equipment),24.89
23.6,2,37.7,661,184,OHE (Overhead Equipment),58.96
30.0,8,67.7,122,205,Track (Rail/Ballast),46.54
15.2,0,32.3,128,33,S&T (Points/Crossing),44.18
3.9,3,76.5,191,134,OHE (Overhead Equipment),33.12
20.1,0,79.1,728,34,Track (Rail/Ballast),31.1
9.8,1,68.7,92,162,Signal,22.75
1.1,1,90.8,69,39,OHE (Overhead Equipment),5.58
5.6,1,14.3,323,213,S&T (Points/Crossing),49.53
32.9,1,13.7,238,198,Track (Rail/Ballast),59.94
31.7,2,46.0,716,121,Track (Rail/Ballast),54.35
8.8,2,28.1,178,219,Signal,48.04
35.4,2,44.2,582,97,Track (Rail/Ballast),54.53
36.6,2,73.8,39,22,S&T (Points/Crossing),26.91
3.9,2,35.5,172,164,Signal,33.32
12.4,4,43.8,262,79,Track (Rail/Ballast),36.96
9.1,4,17.1,255,184,Signal,49.55
7.3,3,69.7,465,63,OHE (Overhead Equipment),29.54
8.1,2,88.8,588,20,S&T (Points/Crossing),27.73
10.6,4,23.6,212,181,OHE (Overhead Equipment),52.49
33.6,2,32.3,30,196,Signal,40.36
26.0,5,60.6,337,199,S&T (Points/Crossing),52.49
20.1,2,35.4,672,180,OHE (Overhead Equipment),61.89
38.5,3,26.7,97,102,S&T (Points/Crossing),61.44
1.0,3,64.1,650,91,Track (Rail/Ballast),27.18
27.0,2,53.2,116,64,S&T (Points/Crossing),30.63
34.0,3,31.2,538,171,Signal,66.38
30.5,3,48.5,401,86,Signal,48.1
25.0,4,27.1,411,130,OHE (Overhead Equipment),45.23
26.8,2,72.6,232,213,Signal,42.25
5.8,3,37.7,19,100,Track (Rail/Ballast),29.15
37.9,3,84.5,190,39,Track (Rail/Ballast),19.44
29.8,2,30.8,351,26,Track (Rail/Ballast),55.13
16.3,1,20.9,708,31,Track (Rail/Ballast),41.29
23.7,4,36.4,85,199,Track (Rail/Ballast),50.04
20.3,3,69.0,93,160,Signal,33.25
8.0,3,40.1,234,211,Track (Rail/Ballast),43.93
26.3,0,94.3,689,117,Track (Rail/Ballast),33.9
18.6,1,70.0,376,101,Signal,29.01
30.6,0,76.4,124,146,Signal,31.24
17.7,1,99.0,379,92,Track (Rail/Ballast),19.38
13.3,4,57.1,342,90,S&T (Points/Crossing),32.77
18.5,3,95.3,358,172,Signal,34.69
3.6,0,10.5,42,89,Track (Rail/Ballast),24.04
26.9,1,81.7,280,152,OHE (Overhead Equipment),28.01
3.3,2,87.1,391,141,OHE (Overhead Equipment),17.36
36.9,7,46.2,351,132,Signal,43.9
23.5,4,71.4,209,169,S&T (Points/Crossing),45.58
4.0,4,46.8,421,207,OHE (Overhead Equipment),50.77
21.5,1,51.4,344,110,S&T (Points/Crossing),33.1
34.8,3,68.1,142,179,OHE (Overhead Equipment),40.5
31.2,4,73.5,216,44,OHE (Overhead Equipment),30.41
37.0,5,72.1,108,128,S&T (Points/Crossing),30.39
8.7,2,93.7,159,144,Track (Rail/Ballast),18.35
26.3,1,57.7,294,42,Track (Rail/Ballast),36.92
2.3,7,70.1,333,48,Track (Rail/Ballast),24.72
8.3,2,36.8,246,38,Signal,32.03
26.0,3,59.1,370,34,S&T (Points/Crossing),32.85
7.7,5,91.9,394,190,OHE (Overhead Equipment),39.32
7.9,1,52.7,390,170,Track (Rail/Ballast),37.58
28.9,0,39.3,351,37,S&T (Points/Crossing),38.9
33.4,1,25.9,283,212,Track (Rail/Ballast),47.93
24.7,0,39.7,572,70,OHE (Overhead Equipment),55.03
9.5,3,96.1,396,208,S&T (Points/Crossing),33.47
12.2,1,88.6,158,24,Track (Rail/Ballast),10.4
26.2,2,25.6,646,16,Signal,53.7
11.1,0,86.4,196,66,Track (Rail/Ballast),20.33
12.8,3,25.5,398,208,Signal,60.5
21.5,1,44.2,167,39,OHE (Overhead Equipment),36.69
15.1,1,38.5,82,202,S&T (Points/Crossing),41.02
24.0,4,53.0,626,214,S&T (Points/Crossing),49.67
11.2,2,74.5,318,152,Signal,44.08
11.1,0,43.5,225,94,S&T (Points/Crossing),30.13
29.9,3,47.2,331,70,Track (Rail/Ballast),47.76
31.3,1,68.3,469,17,Track (Rail/Ballast),31.44
36.8,1,49.0,310,35,Track (Rail/Ballast),45.16
38.0,0,75.7,714,27,Signal,38.63
8.1,2,47.2,237,62,S&T (Points/Crossing),34.51
5.8,2,71.1,431,178,OHE (Overhead Equipment),38.88
20.1,3,81.2,347,120,Track (Rail/Ballast),40.76
33.6,4,65.9,251,42,Signal,33.28
21.5,4,31.8,446,160,S&T (Points/Crossing),63.03
29.8,2,78.7,580,157,S&T (Points/Crossing),47.57
33.3,1,68.6,563,45,Track (Rail/Ballast),37.91
3.1,4,57.5,180,207,OHE (Overhead Equipment),39.8
23.4,1,42.9,277,64,OHE (Overhead Equipment),39.66
27.2,2,48.5,178,183,Signal,35.89
30.8,2,62.6,373,86,Track (Rail/Ballast),37.2
33.2,3,24.0,557,135,Signal,60.41
31.3,4,65.2,510,192,OHE (Overhead Equipment),49.62
7.3,1,55.2,12,51,Track (Rail/Ballast),23.24
21.0,2,73.0,601,145,Track (Rail/Ballast),36.22
3.3,1,90.9,479,145,Track (Rail/Ballast),20.64
37.8,4,87.0,561,40,Signal,46.98
15.9,2,94.4,239,151,Track (Rail/Ballast),19.53
2.5,2,59.2,329,55,OHE (Overhead Equipment),35.2
37.1,0,55.3,270,117,S&T (Points/Crossing),45.15
2.7,1,44.1,608,33,Signal,35.12
11.2,1,49.7,263,102,OHE (Overhead Equipment),38.66
26.5,3,64.8,224,188,S&T (Points/Crossing),54.29
3.2,1,50.1,165,193,Signal,25.44
39.1,2,72.1,86,169,Signal,31.3
11.7,6,95.5,72,31,Signal,14.17
35.6,0,11.4,294,20,S&T (Points/Crossing),59.38
20.6,6,63.1,358,44,Signal,44.25
13.5,3,12.6,208,106,OHE (Overhead Equipment),48.71
37.5,4,11.5,23,27,Signal,42.81
6.6,1,78.4,225,159,Signal,32.93
12.7,0,43.1,613,26,S&T (Points/Crossing),44.98
37.4,1,18.0,358,83,Track (Rail/Ballast),66.27
6.5,4,93.8,649,210,S&T (Points/Crossing),42.38
30.2,2,80.0,696,111,Signal,59.7
4.6,3,11.5,104,134,Track (Rail/Ballast),48.14
20.2,1,40.7,201,84,OHE (Overhead Equipment),44.58
36.8,3,15.7,221,90,OHE (Overhead Equipment),55.57
2.4,2,49.3,477,102,OHE (Overhead Equipment),41.04
4.2,5,22.5,487,132,Track (Rail/Ballast),54.98
8.5,2,98.2,267,79,S&T (Points/Crossing),15.34
4.8,4,88.2,724,88,S&T (Points/Crossing),26.64
26.2,2,70.7,628,113,Signal,42.71
34.1,3,17.6,65,129,Track (Rail/Ballast),47.63
7.6,4,53.9,584,136,S&T (Points/Crossing),46.3
2.3,4,55.0,73,49,Track (Rail/Ballast),26.44
30.5,1,20.8,467,84,Track (Rail/Ballast),65.37
18.2,4,31.4,6,163,Track (Rail/Ballast),48.93
7.3,3,36.0,8,33,OHE (Overhead Equipment),31.64
28.4,5,85.0,290,198,Track (Rail/Ballast),40.19
10.7,3,16.4,525,34,Signal,46.95
19.8,3,57.8,206,169,Signal,33.2
28.4,2,91.4,274,219,OHE (Overhead Equipment),29.07
20.3,0,99.0,404,123,Track (Rail/Ballast),23.22
20.5,3,80.9,185,57,Track (Rail/Ballast),39.1
16.1,3,10.7,515,41,OHE (Overhead Equipment),60.17
12.3,0,99.7,140,70,OHE (Overhead Equipment),10.91
14.0,1,69.4,600,90,Signal,27.96
3.8,2,97.6,295,123,S&T (Points/Crossing),9.71
13.5,1,86.7,651,87,Track (Rail/Ballast),33.63
10.9,2,91.4,173,199,Signal,22.38
29.5,3,15.0,268,110,Signal,54.32
27.9,1,63.1,378,160,OHE (Overhead Equipment),32.58
15.9,2,58.4,463,124,Track (Rail/Ballast),44.44
31.2,1,95.3,677,136,OHE (Overhead Equipment),44.7
23.7,2,19.8,252,98,S&T (Points/Crossing),38.98
19.1,3,49.7,79,129,S&T (Points/Crossing),42.88
1.1,3,46.1,676,16,OHE (Overhead Equipment),44.82
7.4,2,99.6,77,107,Signal,1.66
24.7,1,14.9,513,159,Signal,68.23
20.5,2,39.2,709,31,Signal,49.86
16.9,4,58.9,402,198,OHE (Overhead Equipment),42.25
25.1,2,89.5,597,116,OHE (Overhead Equipment),40.29
16.1,0,95.0,395,70,Signal,30.94
20.5,2,83.4,725,179,Track (Rail/Ballast),47.66
7.6,2,19.1,257,70,Track (Rail/Ballast),41.19
39.1,3,26.8,455,135,S&T (Points/Crossing),68.67
21.9,1,97.4,199,192,OHE (Overhead Equipment),28.89
36.7,3,56.8,156,197,S&T (Points/Crossing),46.46
17.7,2,75.3,316,17,OHE (Overhead Equipment),15.97
38.6,3,15.5,119,121,OHE (Overhead Equipment),55.47
2.4,1,93.1,651,20,S&T (Points/Crossing),23.76
30.6,3,56.1,280,202,S&T (Points/Crossing),43.73
17.6,4,96.1,691,202,OHE (Overhead Equipment),51.49
35.8,0,88.4,688,29,S&T (Points/Crossing),40.72
4.3,3,37.8,620,17,OHE (Overhead Equipment),46.39
36.2,1,73.3,699,210,Track (Rail/Ballast),56.74
9.4,2,76.8,263,24,Track (Rail/Ballast),22.57
32.7,2,50.6,689,48,S&T (Points/Crossing),54.55
16.3,0,44.4,9,26,OHE (Overhead Equipment),30.73
20.6,0,89.5,282,178,OHE (Overhead Equipment),15.92
12.9,0,68.3,84,111,Signal,26.16
23.7,2,43.7,472,150,Signal,54.55
8.6,1,52.1,19,80,Track (Rail/Ballast),38.73
38.0,1,60.9,142,217,OHE (Overhead Equipment),46.05
24.8,2,97.0,325,72,S&T (Points/Crossing),22.23
17.0,0,66.0,631,160,S&T (Points/Crossing),41.56
32.3,4,88.8,260,93,Signal,33.54
22.6,0,38.4,132,112,Track (Rail/Ballast),43.04
30.4,3,60.6,568,100,OHE (Overhead Equipment),47.12
1.9,0,98.4,562,80,S&T (Points/Crossing),21.15
29.7,1,99.5,528,97,S&T (Points/Crossing),36.41
9.2,3,41.1,87,80,S&T (Points/Crossing),28.24
0.8,2,35.0,44,109,Signal,34.05
34.7,4,48.5,462,54,Signal,60.61
31.7,4,90.0,386,170,Track (Rail/Ballast),41.5
17.3,2,46.5,98,147,OHE (Overhead Equipment),38.77
35.9,2,41.6,237,23,Track (Rail/Ballast),41.46
24.5,2,34.0,393,128,S&T (Points/Crossing),37.11
34.2,5,92.0,603,182,OHE (Overhead Equipment),52.32
0.9,2,40.8,549,92,S&T (Points/Crossing),31.87
23.1,1,56.9,132,207,Track (Rail/Ballast),43.12
2.4,2,30.4,572,75,Track (Rail/Ballast),33.01
13.4,2,68.1,566,27,S&T (Points/Crossing),46.42
25.2,1,30.5,350,177,Signal,63.73
29.5,7,98.8,647,30,Track (Rail/Ballast),41.66
10.5,1,43.2,162,150,Track (Rail/Ballast),36.77
24.1,1,34.0,186,56,Track (Rail/Ballast),39.38
6.4,4,80.6,8,20,S&T (Points/Crossing),17.1
4.9,5,61.4,470,133,OHE (Overhead Equipment),47.26
36.0,2,17.8,728,74,Signal,68.02
3.3,0,77.2,453,134,S&T (Points/Crossing),37.43
16.3,2,48.2,657,49,Signal,36.5
0.8,4,93.7,456,121,Signal,31.13
38.1,4,88.9,284,116,S&T (Points/Crossing),30.31
33.6,1,24.5,384,193,Signal,63.53
9.4,4,41.6,182,45,S&T (Points/Crossing),28.09
5.6,2,61.0,538,210,S&T (Points/Crossing),37.5
11.0,2,97.8,463,204,Signal,31.77
5.0,4,37.7,306,198,S&T (Points/Crossing),43.01
22.9,2,38.0,729,127,S&T (Points/Crossing),56.0
8.5,3,90.3,174,147,Signal,34.81
27.3,2,54.6,652,169,Track (Rail/Ballast),56.25
36.9,1,63.0,551,118,OHE (Overhead Equipment),48.55
27.8,1,96.7,681,176,OHE (Overhead Equipment),38.98
28.0,3,30.8,640,191,Signal,64.68
25.6,4,23.9,628,212,Signal,73.44
10.0,2,72.0,270,34,S&T (Points/Crossing),24.33
16.1,4,91.0,168,178,S&T (Points/Crossing),20.58
18.7,2,96.1,512,176,S&T (Points/Crossing),42.42
1.6,0,89.1,124,51,Signal,15.78
9.2,2,76.8,354,176,Track (Rail/Ballast),29.33
38.2,0,72.4,518,160,S&T (Points/Crossing),43.25
19.2,3,83.3,535,78,S&T (Points/Crossing),32.32
8.3,4,56.8,619,218,Track (Rail/Ballast),48.52
25.4,4,57.1,564,96,Track (Rail/Ballast),52.21
33.8,3,56.5,184,187,Track (Rail/Ballast),43.36
5.2,2,42.3,239,173,OHE (Overhead Equipment),53.47
30.2,1,50.6,460,64,Signal,46.98
35.9,3,15.0,519,187,OHE (Overhead Equipment),74.74
21.4,1,11.8,539,208,OHE (Overhead Equipment),68.76
26.1,1,42.8,146,122,Signal,37.42
19.3,4,34.7,545,217,Signal,67.75
38.3,4,62.6,585,29,Track (Rail/Ballast),45.0
15.3,0,53.6,546,166,S&T (Points/Crossing),37.92
19.1,2,19.9,555,165,Track (Rail/Ballast),58.26
20.8,2,63.4,673,111,Signal,39.57
26.3,4,72.5,163,211,Signal,36.91
17.9,3,87.9,312,27,OHE (Overhead Equipment),24.15
4.9,4,80.3,374,195,Track (Rail/Ballast),21.48
26.7,2,72.2,711,146,OHE (Overhead Equipment),47.49
16.1,2,44.0,650,135,Signal,50.04
10.6,1,88.0,517,161,OHE (Overhead Equipment),35.96
16.6,3,32.5,712,151,OHE (Overhead Equipment),63.27
7.2,2,23.4,40,175,Signal,41.76
30.6,2,82.6,626,157,S&T (Points/Crossing),51.7
13.9,5,90.4,11,179,Track (Rail/Ballast),24.28
18.6,0,82.7,423,63,OHE (Overhead Equipment),29.89
30.9,2,40.5,79,186,Track (Rail/Ballast),39.06
17.0,2,48.4,558,69,Track (Rail/Ballast),54.28
16.3,3,42.5,602,117,Track (Rail/Ballast),61.0
1.5,1,57.5,147,17,Track (Rail/Ballast),24.28
3.6,2,69.0,338,19,OHE (Overhead Equipment),17.81
9.0,0,45.7,22,137,Signal,29.9
17.3,0,40.6,652,187,Track (Rail/Ballast),55.78
12.2,2,86.1,251,177,Signal,24.64
6.2,3,60.0,259,60,Signal,38.22
13.3,2,10.4,597,173,OHE (Overhead Equipment),60.45
7.5,3,31.1,481,53,Track (Rail/Ballast),33.29
9.6,3,73.0,350,181,Track (Rail/Ballast),33.06
14.4,0,59.3,682,53,Track (Rail/Ballast),31.6
8.4,1,59.9,482,121,S&T (Points/Crossing),31.94
39.2,1,17.7,614,38,S&T (Points/Crossing),63.45
31.7,2,18.8,458,68,Track (Rail/Ballast),55.03
3.5,1,35.1,638,138,Track (Rail/Ballast),41.8
31.3,1,30.7,293,129,Signal,59.82
24.8,1,20.5,712,141,S&T (Points/Crossing),62.87
18.8,0,35.6,677,188,OHE (Overhead Equipment),58.04
1.4,4,52.7,585,210,S&T (Points/Crossing),55.53
9.8,0,41.3,207,27,Signal,34.48
15.5,1,89.1,261,193,S&T (Points/Crossing),27.72
13.0,2,42.3,452,147,S&T (Points/Crossing),43.02
15.9,3,82.5,13,34,Signal,15.08
37.7,4,69.7,712,50,Track (Rail/Ballast),53.29
26.6,1,44.1,600,192,Signal,58.7
36.8,2,15.1,472,63,S&T (Points/Crossing),67.47
10.1,1,88.9,404,191,OHE (Overhead Equipment),25.87
36.6,1,66.9,14,64,OHE (Overhead Equipment),28.71
3.4,0,81.6,665,59,OHE (Overhead Equipment),25.13
39.9,3,43.3,560,146,S&T (Points/Crossing),63.7
8.9,2,98.1,88,212,OHE (Overhead Equipment),13.39
1.1,0,25.6,220,81,Track (Rail/Ballast),34.48
19.9,2,11.8,230,131,S&T (Points/Crossing),38.37
4.4,2,90.3,399,53,OHE (Overhead Equipment),16.33
34.1,2,68.9,638,217,S&T (Points/Crossing),57.33
36.5,2,14.3,720,151,Track (Rail/Ballast),67.23
38.7,5,62.5,723,139,S&T (Points/Crossing),64.41
31.1,4,47.0,442,113,Track (Rail/Ballast),48.96
10.5,1,28.9,584,161,Track (Rail/Ballast),46.56
21.0,2,91.6,265,67,OHE (Overhead Equipment),25.56
23.1,0,65.6,346,45,S&T (Points/Crossing),30.63
22.5,5,94.0,368,201,Track (Rail/Ballast),33.14
38.4,0,79.0,665,117,S&T (Points/Crossing),42.32
8.3,2,35.7,184,218,OHE (Overhead Equipment),44.14
22.8,3,33.1,117,149,Track (Rail/Ballast),45.56
25.6,2,32.0,83,53,Track (Rail/Ballast),36.31
17.0,1,62.8,92,62,Track (Rail/Ballast),16.43
36.0,2,55.5,541,62,S&T (Points/Crossing),43.02
8.9,1,62.6,363,15,S&T (Points/Crossing),23.5
15.3,0,36.8,161,138,Signal,46.05
12.8,2,84.0,313,21,Track (Rail/Ballast),22.53
4.0,2,74.9,656,95,OHE (Overhead Equipment),31.35
36.4,4,25.1,681,28,Signal,66.3
14.4,1,17.7,31,35,OHE (Overhead Equipment),35.34
19.9,2,91.0,174,156,Signal,23.14
12.5,2,50.0,606,83,S&T (Points/Crossing),37.31
23.6,4,52.7,25,195,OHE (Overhead Equipment),51.33
13.2,2,41.7,338,199,OHE (Overhead Equipment),46.35
18.9,3,51.4,585,136,S&T (Points/Crossing),52.39
2.4,1,11.4,391,178,Signal,45.81
20.6,2,81.3,500,28,Signal,39.44
3.3,3,53.3,437,152,S&T (Points/Crossing),30.32
5.3,2,38.2,54,214,Signal,29.51
37.3,3,82.0,58,39,Signal,38.43
5.8,0,44.2,613,56,Track (Rail/Ballast),36.69
39.6,2,88.6,628,117,OHE (Overhead Equipment),54.7
16.0,3,51.3,514,23,Signal,49.12
8.7,1,40.9,458,16,Track (Rail/Ballast),37.48
24.1,1,76.1,421,208,Signal,29.6
24.6,2,16.9,677,86,S&T (Points/Crossing),68.01
37.5,2,62.1,595,111,Track (Rail/Ballast),60.06
32.2,1,10.7,423,202,S&T (Points/Crossing),62.8
7.8,0,24.7,138,160,S&T (Points/Crossing),34.86
8.7,1,26.7,490,71,S&T (Points/Crossing),47.1
8.0,0,26.2,510,183,Track (Rail/Ballast),53.64
30.8,2,30.4,208,158,Signal,62.83
24.0,2,20.8,158,162,S&T (Points/Crossing),49.48
29.9,1,33.9,635,53,S&T (Points/Crossing),58.28
39.4,2,11.2,63,191,Signal,58.8
15.6,0,70.8,378,50,OHE (Overhead Equipment),21.18
39.6,3,57.3,58,189,Track (Rail/Ballast),46.65
39.1,3,83.5,129,157,S&T (Points/Crossing),33.05
26.0,4,92.3,442,85,OHE (Overhead Equipment),35.97
34.2,0,85.8,698,33,Track (Rail/Ballast),31.85
26.8,3,94.2,488,43,S&T (Points/Crossing),26.22
37.2,2,45.7,557,182,Signal,49.87
4.7,1,66.4,698,176,S&T (Points/Crossing),41.98
8.3,2,76.9,87,217,OHE (Overhead Equipment),24.52
21.6,1,49.9,376,84,OHE (Overhead Equipment),38.77
14.6,5,23.3,581,36,Signal,59.55
17.6,1,80.9,81,72,OHE (Overhead Equipment),23.55
25.8,1,35.0,538,160,OHE (Overhead Equipment),49.77
4.4,0,56.2,105,99,S&T (Points/Crossing),25.59
15.1,1,41.4,206,89,Signal,32.73
37.8,2,74.7,558,43,OHE (Overhead Equipment),37.1
5.3,0,11.6,475,151,OHE (Overhead Equipment),38.63
39.7,2,70.4,357,149,S&T (Points/Crossing),49.1
22.5,2,21.7,473,172,Signal,50.82
24.3,3,35.0,437,107,Track (Rail/Ballast),55.92
39.0,1,59.6,688,107,S&T (Points/Crossing),50.76
3.8,3,76.8,417,119,Track (Rail/Ballast),36.87
19.6,2,33.5,299,142,Signal,51.39
24.4,1,26.7,661,197,S&T (Points/Crossing),53.58
5.0,4,81.5,420,47,OHE (Overhead Equipment),27.15
8.6,3,40.3,652,28,OHE (Overhead Equipment),47.22
33.0,2,19.8,570,180,S&T (Points/Crossing),67.49
8.5,7,63.1,467,19,OHE (Overhead Equipment),43.4
30.4,4,82.3,407,62,Track (Rail/Ballast),45.2
9.6,3,48.9,457,110,Track (Rail/Ballast),47.71
25.3,2,93.5,196,131,Signal,29.97
9.5,3,54.9,485,141,Signal,50.8
0.8,4,10.8,403,168,Signal,57.28
39.8,3,32.4,450,86,Track (Rail/Ballast),66.08
20.9,5,65.2,378,193,Signal,39.79
17.7,3,25.5,640,165,Track (Rail/Ballast),57.84
17.3,0,66.6,65,201,OHE (Overhead Equipment),31.89
24.0,0,50.2,391,137,S&T (Points/Crossing),48.52
3.5,2,11.5,354,129,OHE (Overhead Equipment),54.93
29.9,5,31.1,211,106,Signal,42.17
8.3,3,34.6,171,132,Signal,41.12
7.0,1,96.2,451,43,OHE (Overhead Equipment),16.51
24.3,2,33.1,643,161,S&T (Points/Crossing),65.32
17.3,3,44.4,186,42,Signal,32.97
25.2,2,59.3,533,153,Track (Rail/Ballast),48.91
25.7,2,69.8,635,50,Signal,42.52
21.9,0,40.1,461,92,OHE (Overhead Equipment),42.89
27.5,2,81.0,95,173,Signal,33.45
18.3,1,90.6,186,197,Track (Rail/Ballast),24.14
6.1,3,24.8,358,165,OHE (Overhead Equipment),53.56
22.3,2,59.4,36,67,OHE (Overhead Equipment),29.09
38.9,1,60.1,430,208,OHE (Overhead Equipment),60.09
39.4,5,97.2,321,210,Signal,39.95
8.1,4,73.4,555,121,S&T (Points/Crossing),40.38
9.5,3,13.9,328,176,Signal,46.86
31.2,3,23.0,214,174,Signal,49.58
32.4,3,46.0,464,93,Track (Rail/Ballast),45.86
24.7,3,59.3,84,146,Track (Rail/Ballast),27.73
23.6,1,37.5,701,60,S&T (Points/Crossing),50.17
3.7,1,50.0,47,215,Signal,26.96
3.1,1,48.8,59,169,Track (Rail/Ballast),32.37
6.7,2,36.4,301,143,Track (Rail/Ballast),38.12
33.1,1,24.0,531,28,OHE (Overhead Equipment),52.17
26.7,1,24.1,567,186,Track (Rail/Ballast),67.17
7.4,3,83.3,589,165,Signal,48.74
2.9,2,26.2,137,119,Track (Rail/Ballast),49.44
8.9,2,12.7,416,199,Signal,60.22
20.6,2,84.9,459,116,OHE (Overhead Equipment),35.46
5.3,0,78.3,284,101,S&T (Points/Crossing),17.62
34.0,1,43.7,323,71,S&T (Points/Crossing),47.67
11.1,2,67.1,55,143,S&T (Points/Crossing),38.23
18.4,1,75.6,543,38,Track (Rail/Ballast),32.85
0.9,2,33.1,53,208,Track (Rail/Ballast),33.45
35.3,3,49.7,37,163,S&T (Points/Crossing),44.65
9.0,1,16.4,454,130,Track (Rail/Ballast),48.99
1.8,0,42.4,328,147,S&T (Points/Crossing),48.3
28.6,1,51.9,396,30,Signal,44.53
26.9,3,75.1,101,93,S&T (Points/Crossing),32.87
15.6,2,52.9,479,126,Signal,38.84
19.5,4,51.1,580,33,Signal,42.36
20.8,2,34.4,275,140,S&T (Points/Crossing),46.68
24.1,3,80.2,625,93,OHE (Overhead Equipment),33.63
16.5,3,42.1,508,120,Signal,46.57
19.6,2,10.6,432,125,OHE (Overhead Equipment),51.33
18.3,6,57.4,346,163,Track (Rail/Ballast),37.96
35.7,1,65.3,371,194,S&T (Points/Crossing),49.36
35.1,1,20.4,62,215,S&T (Points/Crossing),49.48
30.3,2,54.6,105,40,OHE (Overhead Equipment),44.35
11.8,3,67.0,480,135,Signal,36.54
39.5,4,24.7,119,171,OHE (Overhead Equipment),59.43
4.9,2,99.0,88,102,Signal,23.57
